id,name,year,code,url,slug,location,sgl_draw_url,sgl_pdf_url,indoor_outdoor,surface,series_id,start_dtm,finish_dtm,sgl_draw_qty,dbl_draw_qty,prize_money,prize_currency,country_code
1999-64,Contrexeville,1999,64,http://www.atpworldtour.com/en/scores/archive/contrexeville/64/1999/results,contrexeville,Contrexeville,http://www.atpworldtour.com/en/scores/archive/contrexeville/64/1999/draws,http://www.protennislive.com/posting/1999/64/mds.pdf,Outdoor,Clay,ch,19990712,,32,32,50000,$,FRA
1999-221,Tampere,1999,221,http://www.atpworldtour.com/en/scores/archive/tampere/221/1999/results,tampere,Tampere,http://www.atpworldtour.com/en/scores/archive/tampere/221/1999/draws,http://www.protennislive.com/posting/1999/221/mds.pdf,Outdoor,Clay,ch,19990719,,32,32,50000,$,FIN
1999-228,Winnetka,1999,228,http://www.atpworldtour.com/en/scores/archive/winnetka/228/1999/results,winnetka,Winnetka,http://www.atpworldtour.com/en/scores/archive/winnetka/228/1999/draws,http://www.protennislive.com/posting/1999/228/mds.pdf,Outdoor,Hard,ch,19990719,,32,32,50000,$,USA
1999-321,Stuttgart Outdoor,1999,321,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/1999/results,stuttgart,Stuttgart,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/1999/draws,http://www.protennislive.com/posting/1999/321/mds.pdf,Outdoor,Clay,atp,19990719,,48,48,1040000,$,GER
1999-472,Cordoba,1999,472,http://www.atpworldtour.com/en/scores/archive/cordoba/472/1999/results,cordoba,Cordoba,http://www.atpworldtour.com/en/scores/archive/cordoba/472/1999/draws,http://www.protennislive.com/posting/1999/472/mds.pdf,Outdoor,Hard,ch,19990719,,32,32,37500,$,ARG
1999-643,Olbia,1999,643,http://www.atpworldtour.com/en/scores/archive/olbia/643/1999/results,olbia,Olbia,http://www.atpworldtour.com/en/scores/archive/olbia/643/1999/draws,http://www.protennislive.com/posting/1999/643/mds.pdf,Outdoor,Hard,ch,19990719,,32,32,50000,$,ITA
1999-686,Scheveningen,1999,686,http://www.atpworldtour.com/en/scores/archive/scheveningen/686/1999/results,scheveningen,Scheveningen,http://www.atpworldtour.com/en/scores/archive/scheveningen/686/1999/draws,http://www.protennislive.com/posting/1999/686/mds.pdf,Outdoor,Clay,ch,19990719,,32,32,50000,$,NED
1999-778,Newcastle,1999,778,http://www.atpworldtour.com/en/scores/archive/newcastle/778/1999/results,newcastle,Newcastle,http://www.atpworldtour.com/en/scores/archive/newcastle/778/1999/draws,http://www.protennislive.com/posting/1999/778/mds.pdf,Outdoor,Clay,ch,19990719,,32,32,50000,$,GBR
1999-226,Istanbul,1999,226,http://www.atpworldtour.com/en/scores/archive/istanbul/226/1999/results,istanbul,Istanbul,http://www.atpworldtour.com/en/scores/archive/istanbul/226/1999/draws,http://www.protennislive.com/posting/1999/226/mds.pdf,Outdoor,Hard,ch,19990726,,32,32,100000,$,TUR
1999-319,Kitzbuhel,1999,319,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/1999/results,kitzbuhel,Kitzbuhel,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/1999/draws,http://www.protennislive.com/posting/1999/319/mds.pdf,Outdoor,Clay,atp,19990726,,48,48,525000,$,AUT
1999-423,Los Angeles,1999,423,http://www.atpworldtour.com/en/scores/archive/los-angeles/423/1999/results,los-angeles,Los Angeles,http://www.atpworldtour.com/en/scores/archive/los-angeles/423/1999/draws,http://www.protennislive.com/posting/1999/423/mds.pdf,Outdoor,Hard,atp,19990726,,32,32,350000,$,USA
1999-439,Umag,1999,439,http://www.atpworldtour.com/en/scores/archive/umag/439/1999/results,umag,Umag,http://www.atpworldtour.com/en/scores/archive/umag/439/1999/draws,http://www.protennislive.com/posting/1999/439/mds.pdf,Outdoor,Clay,atp,19990726,,32,32,400000,$,CRO
1999-68,Edinburgh,1999,68,http://www.atpworldtour.com/en/scores/archive/edinburgh/68/1999/results,edinburgh,Edinburgh,http://www.atpworldtour.com/en/scores/archive/edinburgh/68/1999/draws,http://www.protennislive.com/posting/1999/68/mds.pdf,Outdoor,Clay,ch,19990726,,32,32,25000,$,GBR
1999-317,Amsterdam,1999,317,http://www.atpworldtour.com/en/scores/archive/amsterdam/317/1999/results,amsterdam,Amsterdam,http://www.atpworldtour.com/en/scores/archive/amsterdam/317/1999/draws,http://www.protennislive.com/posting/1999/317/mds.pdf,Outdoor,Clay,atp,19990802,,32,32,500000,$,NED
1999-421,ATP Masters 1000 Canada,1999,421,http://www.atpworldtour.com/en/scores/archive/montreal/421/1999/results,montreal,Montreal,http://www.atpworldtour.com/en/scores/archive/montreal/421/1999/draws,http://www.protennislive.com/posting/1999/421/mds.pdf,Outdoor,Hard,1000,19990802,,56,56,2450000,$,CAN
1999-586,Lexington,1999,586,http://www.atpworldtour.com/en/scores/archive/lexington/586/1999/results,lexington,Lexington,http://www.atpworldtour.com/en/scores/archive/lexington/586/1999/draws,http://www.protennislive.com/posting/1999/586/mds.pdf,Outdoor,Hard,ch,19990802,,32,32,50000,$,USA
1999-67,Nettingsdorf,1999,67,http://www.atpworldtour.com/en/scores/archive/nettingsdorf/67/1999/results,nettingsdorf,Nettingsdorf,http://www.atpworldtour.com/en/scores/archive/nettingsdorf/67/1999/draws,http://www.protennislive.com/posting/1999/67/mds.pdf,Outdoor,Clay,ch,19990802,,32,32,25000,$,AUT
1999-783,Segovia,1999,783,http://www.atpworldtour.com/en/scores/archive/segovia/783/1999/results,segovia,Segovia,http://www.atpworldtour.com/en/scores/archive/segovia/783/1999/draws,http://www.protennislive.com/posting/1999/783/mds.pdf,Outdoor,Hard,ch,19990802,,32,32,100000,$,ESP
1999-786,Poznan,1999,786,http://www.atpworldtour.com/en/scores/archive/poznan/786/1999/results,poznan,Poznan,http://www.atpworldtour.com/en/scores/archive/poznan/786/1999/draws,http://www.protennislive.com/posting/1999/786/mds.pdf,Outdoor,Clay,ch,19990802,,32,32,100000,$,POL
1999-799,Gramado,1999,799,http://www.atpworldtour.com/en/scores/archive/gramado/799/1999/results,gramado,Gramado,http://www.atpworldtour.com/en/scores/archive/gramado/799/1999/draws,http://www.protennislive.com/posting/1999/799/mds.pdf,Outdoor,Hard,ch,19990802,,32,32,25000,$,BRA
1999-234,Belo Horizonte,1999,234,http://www.atpworldtour.com/en/scores/archive/belo-horizonte/234/1999/results,belo-horizonte,Belo Horizonte,http://www.atpworldtour.com/en/scores/archive/belo-horizonte/234/1999/draws,http://www.protennislive.com/posting/1999/234/mds.pdf,Outdoor,Hard,ch,19990809,,32,32,25000,$,BRA
1999-422,ATP Masters 1000 Cincinnati,1999,422,http://www.atpworldtour.com/en/scores/archive/cincinnati/422/1999/results,cincinnati,Cincinnati,http://www.atpworldtour.com/en/scores/archive/cincinnati/422/1999/draws,http://www.protennislive.com/posting/1999/422/mds.pdf,Outdoor,Hard,1000,19990809,,56,56,2450000,$,USA
1999-474,Vienna,1999,474,http://www.atpworldtour.com/en/scores/archive/vienna/474/1999/results,vienna,Vienna,http://www.atpworldtour.com/en/scores/archive/vienna/474/1999/draws,http://www.protennislive.com/posting/1999/474/mds.pdf,Outdoor,Clay,ch,19990809,,32,32,25000,$,AUT
1999-475,San Marino,1999,475,http://www.atpworldtour.com/en/scores/archive/san-marino/475/1999/results,san-marino,San Marino,http://www.atpworldtour.com/en/scores/archive/san-marino/475/1999/draws,http://www.protennislive.com/posting/1999/475/mds.pdf,Outdoor,Clay,atp,19990809,,32,32,300000,$,SMR
1999-485,Madrid,1999,485,http://www.atpworldtour.com/en/scores/archive/madrid/485/1999/results,madrid,Madrid,http://www.atpworldtour.com/en/scores/archive/madrid/485/1999/draws,http://www.protennislive.com/posting/1999/485/mds.pdf,Outdoor,Hard,ch,19990809,,32,32,25000,$,ESP
1999-670,Binghamton,1999,670,http://www.atpworldtour.com/en/scores/archive/binghamton/670/1999/results,binghamton,Binghamton,http://www.atpworldtour.com/en/scores/archive/binghamton/670/1999/draws,http://www.protennislive.com/posting/1999/670/mds.pdf,Outdoor,Hard,ch,19990809,,32,32,50000,$,USA
1999-887,Sopot,1999,887,http://www.atpworldtour.com/en/scores/archive/sopot/887/1999/results,sopot,Sopot,http://www.atpworldtour.com/en/scores/archive/sopot/887/1999/draws,http://www.protennislive.com/posting/1999/887/mds.pdf,Outdoor,Clay,ch,19990809,,32,32,25000,$,POL
1999-418,Washington,1999,418,http://www.atpworldtour.com/en/scores/archive/washington/418/1999/results,washington,Washington,http://www.atpworldtour.com/en/scores/archive/washington/418/1999/draws,http://www.protennislive.com/posting/1999/418/mds.pdf,Outdoor,Hard,atp,19990816,,56,56,725000,$,USA
1999-419,Indianapolis,1999,419,http://www.atpworldtour.com/en/scores/archive/indianapolis/419/1999/results,indianapolis,Indianapolis,http://www.atpworldtour.com/en/scores/archive/indianapolis/419/1999/draws,http://www.protennislive.com/posting/1999/419/mds.pdf,Outdoor,Hard,atp,19990816,,56,56,870000,$,USA
1999-476,Sylt,1999,476,http://www.atpworldtour.com/en/scores/archive/sylt/476/1999/results,sylt,Sylt,http://www.atpworldtour.com/en/scores/archive/sylt/476/1999/draws,http://www.protennislive.com/posting/1999/476/mds.pdf,Outdoor,Clay,ch,19990816,,32,32,50000,$,GER
1999-478,Bressanone,1999,478,http://www.atpworldtour.com/en/scores/archive/bressanone/478/1999/results,bressanone,Bressanone,http://www.atpworldtour.com/en/scores/archive/bressanone/478/1999/draws,http://www.protennislive.com/posting/1999/478/mds.pdf,Outdoor,Clay,ch,19990816,,32,32,25000,$,ITA
1999-487,Prague,1999,487,http://www.atpworldtour.com/en/scores/archive/prague/487/1999/results,prague,Prague,http://www.atpworldtour.com/en/scores/archive/prague/487/1999/draws,http://www.protennislive.com/posting/1999/487/mds.pdf,Outdoor,Clay,ch,19990816,,32,32,100000,$,CZE
1999-666,Bronx,1999,666,http://www.atpworldtour.com/en/scores/archive/bronx/666/1999/results,bronx,Bronx,http://www.atpworldtour.com/en/scores/archive/bronx/666/1999/draws,http://www.protennislive.com/posting/1999/666/mds.pdf,Outdoor,Hard,ch,19990816,,32,32,50000,$,USA
1999-441,Long Island,1999,441,http://www.atpworldtour.com/en/scores/archive/long-island/441/1999/results,long-island,Long Island,http://www.atpworldtour.com/en/scores/archive/long-island/441/1999/draws,http://www.protennislive.com/posting/1999/441/mds.pdf,Outdoor,Hard,atp,19990823,,32,32,350000,$,USA
1999-471,Geneva,1999,471,http://www.atpworldtour.com/en/scores/archive/geneva/471/1999/results,geneva,Geneva,http://www.atpworldtour.com/en/scores/archive/geneva/471/1999/draws,http://www.protennislive.com/posting/1999/471/mds.pdf,Outdoor,Clay,ch,19990823,,32,32,50000,$,SUI
1999-486,Manerbio,1999,486,http://www.atpworldtour.com/en/scores/archive/manerbio/486/1999/results,manerbio,Manerbio,http://www.atpworldtour.com/en/scores/archive/manerbio/486/1999/draws,http://www.protennislive.com/posting/1999/486/mds.pdf,Outdoor,Clay,ch,19990823,,32,32,25000,$,ITA
1999-80,Boston,1999,80,http://www.atpworldtour.com/en/scores/archive/boston/80/1999/results,boston,Boston,http://www.atpworldtour.com/en/scores/archive/boston/80/1999/draws,http://www.protennislive.com/posting/1999/80/mds.pdf,Outdoor,Hard,atp,19990823,,32,32,350000,$,USA
1999-446,Freudenstadt,1999,446,http://www.atpworldtour.com/en/scores/archive/freudenstadt/446/1999/results,freudenstadt,Freudenstadt,http://www.atpworldtour.com/en/scores/archive/freudenstadt/446/1999/draws,http://www.protennislive.com/posting/1999/446/mds.pdf,Outdoor,Clay,ch,19990830,,32,32,37500,$,GER
1999-560,US Open,1999,560,http://www.atpworldtour.com/en/scores/archive/us-open/560/1999/results,us-open,New York,http://www.atpworldtour.com/en/scores/archive/us-open/560/1999/draws,http://www.protennislive.com/posting/1999/560/mds.pdf,Outdoor,Hard,gs,19990830,,128,128,6235000,$,USA
1999-251,Kiev,1999,251,http://www.atpworldtour.com/en/scores/archive/kiev/251/1999/results,kiev,Kiev,http://www.atpworldtour.com/en/scores/archive/kiev/251/1999/draws,http://www.protennislive.com/posting/1999/251/mds.pdf,Outdoor,Clay,ch,19990906,,32,32,75000,$,UKR
1999-589,Quito,1999,589,http://www.atpworldtour.com/en/scores/archive/quito/589/1999/results,quito,Quito,http://www.atpworldtour.com/en/scores/archive/quito/589/1999/draws,http://www.protennislive.com/posting/1999/589/mds.pdf,Outdoor,Clay,ch,19990906,,32,32,75000,$,ECU
1999-745,Aschaffenburg,1999,745,http://www.atpworldtour.com/en/scores/archive/aschaffenburg/745/1999/results,aschaffenburg,Aschaffenburg,http://www.atpworldtour.com/en/scores/archive/aschaffenburg/745/1999/draws,http://www.protennislive.com/posting/1999/745/mds.pdf,Outdoor,Clay,ch,19990906,,32,32,25000,$,GER
1999-748,Sofia,1999,748,http://www.atpworldtour.com/en/scores/archive/sofia/748/1999/results,sofia,Sofia,http://www.atpworldtour.com/en/scores/archive/sofia/748/1999/draws,http://www.protennislive.com/posting/1999/748/mds.pdf,Outdoor,Clay,ch,19990906,,32,32,25000,$,BUL
1999-369,Budapest-2,1999,369,http://www.atpworldtour.com/en/scores/archive/budapest/369/1999/results,budapest,Budapest,http://www.atpworldtour.com/en/scores/archive/budapest/369/1999/draws,http://www.protennislive.com/posting/1999/369/mds.pdf,Outdoor,Clay,ch,19990913,,32,32,25000,$,HUN
1999-620,Bournemouth,1999,620,http://www.atpworldtour.com/en/scores/archive/bournemouth/620/1999/results,bournemouth,Bournemouth,http://www.atpworldtour.com/en/scores/archive/bournemouth/620/1999/draws,http://www.protennislive.com/posting/1999/620/mds.pdf,Outdoor,Clay,atp,19990913,,32,32,400000,$,GBR
1999-638,Skopje,1999,638,http://www.atpworldtour.com/en/scores/archive/skopje/638/1999/results,skopje,Skopje,http://www.atpworldtour.com/en/scores/archive/skopje/638/1999/draws,http://www.protennislive.com/posting/1999/638/mds.pdf,Outdoor,Clay,ch,19990913,,32,32,25000,$,MKD
1999-696,Brasov,1999,696,http://www.atpworldtour.com/en/scores/archive/brasov/696/1999/results,brasov,Brasov,http://www.atpworldtour.com/en/scores/archive/brasov/696/1999/draws,http://www.protennislive.com/posting/1999/696/mds.pdf,Outdoor,Clay,ch,19990913,,32,32,50000,$,ROU
1999-73,Tashkent,1999,73,http://www.atpworldtour.com/en/scores/archive/tashkent/73/1999/results,tashkent,Tashkent,http://www.atpworldtour.com/en/scores/archive/tashkent/73/1999/draws,http://www.protennislive.com/posting/1999/73/mds.pdf,Outdoor,Hard,atp,19990913,,32,32,500000,$,UZB
1999-7306,Mallorca,1999,7306,http://www.atpworldtour.com/en/scores/archive/mallorca/7306/1999/results,mallorca,Mallorca,http://www.atpworldtour.com/en/scores/archive/mallorca/7306/1999/draws,http://www.protennislive.com/posting/1999/7306/mds.pdf,Outdoor,Clay,atp,19990913,,32,32,500000,$,ESP
1999-448,Szczecin,1999,448,http://www.atpworldtour.com/en/scores/archive/szczecin/448/1999/results,szczecin,Szczecin,http://www.atpworldtour.com/en/scores/archive/szczecin/448/1999/draws,http://www.protennislive.com/posting/1999/448/mds.pdf,Outdoor,Clay,ch,19990920,,32,32,125000,$,POL
1999-489,Austin,1999,489,http://www.atpworldtour.com/en/scores/archive/austin/489/1999/results,austin,Austin,http://www.atpworldtour.com/en/scores/archive/austin/489/1999/draws,http://www.protennislive.com/posting/1999/489/mds.pdf,Outdoor,Hard,ch,19990920,,32,32,37500,$,USA
1999-784,Seville,1999,784,http://www.atpworldtour.com/en/scores/archive/seville/784/1999/results,seville,Seville,http://www.atpworldtour.com/en/scores/archive/seville/784/1999/draws,http://www.protennislive.com/posting/1999/784/mds.pdf,Outdoor,Clay,ch,19990920,,32,32,25000,$,ESP
1999-327,Toulouse,1999,327,http://www.atpworldtour.com/en/scores/archive/toulouse/327/1999/results,toulouse,Toulouse,http://www.atpworldtour.com/en/scores/archive/toulouse/327/1999/draws,http://www.protennislive.com/posting/1999/327/mds.pdf,Indoor,Hard,atp,19990927,,32,32,400000,$,FRA
1999-604,Grand Slam Cup,1999,604,http://www.atpworldtour.com/en/scores/archive/munich/604/1999/results,munich,Munich,http://www.atpworldtour.com/en/scores/archive/munich/604/1999/draws,http://www.protennislive.com/posting/1999/604/mds.pdf,Indoor,Hard,atp,19990927,,12,12,4200000,$,GER
1999-631,San Antonio,1999,631,http://www.atpworldtour.com/en/scores/archive/san-antonio/631/1999/results,san-antonio,San Antonio,http://www.atpworldtour.com/en/scores/archive/san-antonio/631/1999/draws,http://www.protennislive.com/posting/1999/631/mds.pdf,Outdoor,Hard,ch,19990927,,32,32,37500,$,USA
1999-773,Bucharest,1999,773,http://www.atpworldtour.com/en/scores/archive/bucharest/773/1999/results,bucharest,Bucharest,http://www.atpworldtour.com/en/scores/archive/bucharest/773/1999/draws,http://www.protennislive.com/posting/1999/773/mds.pdf,Outdoor,Clay,atp,19990927,,32,32,350000,$,ROU
1999-320,Tel Aviv,1999,320,http://www.atpworldtour.com/en/scores/archive/tel-aviv/320/1999/results,tel-aviv,Tel Aviv,http://www.atpworldtour.com/en/scores/archive/tel-aviv/320/1999/draws,http://www.protennislive.com/posting/1999/320/mds.pdf,Outdoor,Hard,ch,19991004,,32,32,50000,$,ISR
1999-325,Palermo,1999,325,http://www.atpworldtour.com/en/scores/archive/palermo/325/1999/results,palermo,Palermo,http://www.atpworldtour.com/en/scores/archive/palermo/325/1999/draws,http://www.protennislive.com/posting/1999/325/mds.pdf,Outdoor,Clay,atp,19991004,,32,32,350000,$,ITA
1999-328,Basel,1999,328,http://www.atpworldtour.com/en/scores/archive/basel/328/1999/results,basel,Basel,http://www.atpworldtour.com/en/scores/archive/basel/328/1999/draws,http://www.protennislive.com/posting/1999/328/mds.pdf,Indoor,Carpet,atp,19991004,,32,32,1000000,$,SUI
1999-660,Tulsa,1999,660,http://www.atpworldtour.com/en/scores/archive/tulsa/660/1999/results,tulsa,Tulsa,http://www.atpworldtour.com/en/scores/archive/tulsa/660/1999/draws,http://www.protennislive.com/posting/1999/660/mds.pdf,Outdoor,Hard,ch,19991004,,32,32,50000,$,USA
1999-890,Shanghai,1999,890,http://www.atpworldtour.com/en/scores/archive/shanghai/890/1999/results,shanghai,Shanghai,http://www.atpworldtour.com/en/scores/archive/shanghai/890/1999/draws,http://www.protennislive.com/posting/1999/890/mds.pdf,Outdoor,Hard,atp,19991004,,32,32,350000,$,CHN
1999-326,Singapore,1999,326,http://www.atpworldtour.com/en/scores/archive/singapore/326/1999/results,singapore,Singapore,http://www.atpworldtour.com/en/scores/archive/singapore/326/1999/draws,http://www.protennislive.com/posting/1999/326/mds.pdf,Indoor,Hard,atp,19991011,,32,32,725000,$,SGP
1999-337,Vienna,1999,337,http://www.atpworldtour.com/en/scores/archive/vienna/337/1999/results,vienna,Vienna,http://www.atpworldtour.com/en/scores/archive/vienna/337/1999/draws,http://www.protennislive.com/posting/1999/337/mds.pdf,Indoor,Hard,atp,19991011,,32,32,800000,$,AUT
1999-552,Barcelona,1999,552,http://www.atpworldtour.com/en/scores/archive/barcelona/552/1999/results,barcelona,Barcelona,http://www.atpworldtour.com/en/scores/archive/barcelona/552/1999/draws,http://www.protennislive.com/posting/1999/552/mds.pdf,Outdoor,Clay,ch,19991011,,32,32,100000,$,ESP
1999-695,Dallas,1999,695,http://www.atpworldtour.com/en/scores/archive/dallas/695/1999/results,dallas,Dallas,http://www.atpworldtour.com/en/scores/archive/dallas/695/1999/draws,http://www.protennislive.com/posting/1999/695/mds.pdf,Outdoor,Hard,ch,19991011,,32,32,37500,$,USA
1999-746,Sao Paulo,1999,746,http://www.atpworldtour.com/en/scores/archive/sao-paulo/746/1999/results,sao-paulo,Sao Paulo,http://www.atpworldtour.com/en/scores/archive/sao-paulo/746/1999/draws,http://www.protennislive.com/posting/1999/746/mds.pdf,Outdoor,Clay,ch,19991011,,32,32,100000,$,BRA
